,,Missing,Overall
"aspartate_aminotransferase, n (%)",3.637712644,,4 (0.0)
"aspartate_aminotransferase, n (%)",3.706134163,,7 (0.0)
"aspartate_aminotransferase, n (%)",3.774555682,,5 (0.0)
"aspartate_aminotransferase, n (%)",3.842977201,,7 (0.0)
"aspartate_aminotransferase, n (%)",3.91139872,,4 (0.0)
"aspartate_aminotransferase, n (%)",3.97982024,,3 (0.0)
"aspartate_aminotransferase, n (%)",4.048241759,,6 (0.0)
"aspartate_aminotransferase, n (%)",4.116663278,,3 (0.0)
"aspartate_aminotransferase, n (%)",4.185084797,,4 (0.0)
"aspartate_aminotransferase, n (%)",4.253506316,,2 (0.0)
"aspartate_aminotransferase, n (%)",4.321927835,,6 (0.0)
"aspartate_aminotransferase, n (%)",4.390349355,,3 (0.0)
"aspartate_aminotransferase, n (%)",4.458770874,,3 (0.0)
"aspartate_aminotransferase, n (%)",4.527192393,,1 (0.0)
"aspartate_aminotransferase, n (%)",4.595613912,,2 (0.0)
"aspartate_aminotransferase, n (%)",4.664035431,,2 (0.0)
"aspartate_aminotransferase, n (%)",4.73245695,,3 (0.0)
"aspartate_aminotransferase, n (%)",4.80087847,,6 (0.0)
"aspartate_aminotransferase, n (%)",4.869299989,,2 (0.0)
"aspartate_aminotransferase, n (%)",4.937721508,,2 (0.0)
"aspartate_aminotransferase, n (%)",5.006143027,,4 (0.0)
"aspartate_aminotransferase, n (%)",5.142986065,,4 (0.0)
"aspartate_aminotransferase, n (%)",5.211407585,,3 (0.0)
"aspartate_aminotransferase, n (%)",5.279829104,,3 (0.0)
"aspartate_aminotransferase, n (%)",5.348250623,,1 (0.0)
"aspartate_aminotransferase, n (%)",5.416672142,,5 (0.0)
"aspartate_aminotransferase, n (%)",5.485093661,,3 (0.0)
"aspartate_aminotransferase, n (%)",5.55351518,,3 (0.0)
"aspartate_aminotransferase, n (%)",5.6219367,,3 (0.0)
"aspartate_aminotransferase, n (%)",5.690358219,,1 (0.0)
"aspartate_aminotransferase, n (%)",5.758779738,,2 (0.0)
"aspartate_aminotransferase, n (%)",5.827201257,,5 (0.0)
"aspartate_aminotransferase, n (%)",5.895622776,,1 (0.0)
"aspartate_aminotransferase, n (%)",5.964044295,,1 (0.0)
"aspartate_aminotransferase, n (%)",6.032465815,,2 (0.0)
"aspartate_aminotransferase, n (%)",6.100887334,,2 (0.0)
"aspartate_aminotransferase, n (%)",6.169308853,,3 (0.0)
"aspartate_aminotransferase, n (%)",6.306151891,,1 (0.0)
"aspartate_aminotransferase, n (%)",6.44299493,,3 (0.0)
"aspartate_aminotransferase, n (%)",6.511416449,,1 (0.0)
"aspartate_aminotransferase, n (%)",6.648259487,,3 (0.0)
"aspartate_aminotransferase, n (%)",6.785102526,,4 (0.0)
"aspartate_aminotransferase, n (%)",6.853524045,,3 (0.0)
"aspartate_aminotransferase, n (%)",6.921945564,,2 (0.0)
"aspartate_aminotransferase, n (%)",7.058788602,,2 (0.0)
"aspartate_aminotransferase, n (%)",7.127210121,,1 (0.0)
"aspartate_aminotransferase, n (%)",7.195631641,,1 (0.0)
"aspartate_aminotransferase, n (%)",7.332474679,,2 (0.0)
"aspartate_aminotransferase, n (%)",7.400896198,,2 (0.0)
"aspartate_aminotransferase, n (%)",7.606160756,,2 (0.0)
"aspartate_aminotransferase, n (%)",7.674582275,,1 (0.0)
"aspartate_aminotransferase, n (%)",7.811425313,,1 (0.0)
"aspartate_aminotransferase, n (%)",7.879846832,,1 (0.0)
"aspartate_aminotransferase, n (%)",8.08511139,,2 (0.0)
"aspartate_aminotransferase, n (%)",8.221954428,,1 (0.0)
"aspartate_aminotransferase, n (%)",8.495640505,,1 (0.0)
"aspartate_aminotransferase, n (%)",8.700905062,,2 (0.0)
"aspartate_aminotransferase, n (%)",9.043012658,,1 (0.0)
"aspartate_aminotransferase, n (%)",9.111434177,,1 (0.0)
"aspartate_aminotransferase, n (%)",9.248277216,,1 (0.0)
"aspartate_aminotransferase, n (%)",9.316698735,,3 (0.0)
"aspartate_aminotransferase, n (%)",9.385120254,,1 (0.0)
"aspartate_aminotransferase, n (%)",9.72722785,,1 (0.0)
"aspartate_aminotransferase, n (%)",9.864070888,,1 (0.0)
"white_blood_cell, n (%)",-0.040367815,,136 (0.9)
"white_blood_cell, n (%)",-0.09099148,,156 (1.0)
"white_blood_cell, n (%)",-0.141615145,,119 (0.8)
"white_blood_cell, n (%)",-0.19223881,,140 (0.9)
"white_blood_cell, n (%)",-0.242862475,,155 (1.0)
"white_blood_cell, n (%)",-0.29348614,,174 (1.1)
"white_blood_cell, n (%)",-0.344109805,,145 (0.9)
"white_blood_cell, n (%)",-0.39473347,,176 (1.1)
"white_blood_cell, n (%)",-0.445357134,,152 (1.0)
"white_blood_cell, n (%)",-0.495980799,,167 (1.1)
"white_blood_cell, n (%)",-0.546604464,,192 (1.2)
"white_blood_cell, n (%)",-0.597228129,,186 (1.2)
"white_blood_cell, n (%)",-0.647851794,,163 (1.1)
"white_blood_cell, n (%)",-0.698475459,,172 (1.1)
"white_blood_cell, n (%)",-0.749099124,,183 (1.2)
"white_blood_cell, n (%)",-0.799722789,,149 (1.0)
"white_blood_cell, n (%)",-0.850346454,,191 (1.2)
"white_blood_cell, n (%)",-0.900970119,,176 (1.1)
"white_blood_cell, n (%)",-0.951593784,,184 (1.2)
"white_blood_cell, n (%)",-1.002217449,,184 (1.2)
"white_blood_cell, n (%)",-1.052841114,,167 (1.1)
"white_blood_cell, n (%)",-1.103464779,,150 (1.0)
"white_blood_cell, n (%)",-1.154088444,,117 (0.8)
"white_blood_cell, n (%)",-1.204712109,,135 (0.9)
"white_blood_cell, n (%)",-1.255335774,,119 (0.8)
"white_blood_cell, n (%)",-1.305959439,,127 (0.8)
"white_blood_cell, n (%)",-1.356583104,,98 (0.6)
"white_blood_cell, n (%)",-1.407206769,,99 (0.6)
"white_blood_cell, n (%)",-1.457830434,,104 (0.7)
"white_blood_cell, n (%)",-1.508454099,,75 (0.5)
"white_blood_cell, n (%)",-1.559077764,,67 (0.4)
"white_blood_cell, n (%)",-1.609701428,,42 (0.3)
"white_blood_cell, n (%)",-1.660325093,,51 (0.3)
"white_blood_cell, n (%)",-1.710948758,,34 (0.2)
"white_blood_cell, n (%)",-1.761572423,,31 (0.2)
"white_blood_cell, n (%)",-1.812196088,,22 (0.1)
"white_blood_cell, n (%)",-1.862819753,,17 (0.1)
"white_blood_cell, n (%)",-1.913443418,,18 (0.1)
"white_blood_cell, n (%)",-1.964067083,,18 (0.1)
"white_blood_cell, n (%)",-2.014690748,,10 (0.1)
"white_blood_cell, n (%)",-2.065314413,,16 (0.1)
"white_blood_cell, n (%)",0.0,,7515 (48.5)
"white_blood_cell, n (%)",0.01025585,,124 (0.8)
"white_blood_cell, n (%)",0.060879515,,120 (0.8)
"white_blood_cell, n (%)",0.11150318,,122 (0.8)
"white_blood_cell, n (%)",0.162126845,,123 (0.8)
"white_blood_cell, n (%)",0.21275051,,118 (0.8)
"white_blood_cell, n (%)",0.263374175,,106 (0.7)
"white_blood_cell, n (%)",0.31399784,,103 (0.7)
"white_blood_cell, n (%)",0.364621505,,112 (0.7)
"white_blood_cell, n (%)",0.41524517,,93 (0.6)
"white_blood_cell, n (%)",0.465868835,,89 (0.6)
"white_blood_cell, n (%)",0.5164925,,82 (0.5)
"white_blood_cell, n (%)",0.567116165,,87 (0.6)
"white_blood_cell, n (%)",0.61773983,,84 (0.5)
"white_blood_cell, n (%)",0.668363495,,74 (0.5)
"white_blood_cell, n (%)",0.71898716,,93 (0.6)
"white_blood_cell, n (%)",0.769610824,,68 (0.4)
"white_blood_cell, n (%)",0.820234489,,75 (0.5)
"white_blood_cell, n (%)",0.870858154,,53 (0.3)
"white_blood_cell, n (%)",0.921481819,,61 (0.4)
"white_blood_cell, n (%)",0.972105484,,68 (0.4)
"white_blood_cell, n (%)",1.022729149,,50 (0.3)
"white_blood_cell, n (%)",1.073352814,,53 (0.3)
"white_blood_cell, n (%)",1.123976479,,48 (0.3)
"white_blood_cell, n (%)",1.174600144,,53 (0.3)
"white_blood_cell, n (%)",1.225223809,,50 (0.3)
"white_blood_cell, n (%)",1.275847474,,39 (0.3)
"white_blood_cell, n (%)",1.326471139,,35 (0.2)
"white_blood_cell, n (%)",1.377094804,,47 (0.3)
"white_blood_cell, n (%)",1.427718469,,46 (0.3)
"white_blood_cell, n (%)",1.478342134,,29 (0.2)
"white_blood_cell, n (%)",1.528965799,,33 (0.2)
"white_blood_cell, n (%)",1.579589464,,34 (0.2)
"white_blood_cell, n (%)",1.630213129,,38 (0.2)
"white_blood_cell, n (%)",1.680836794,,27 (0.2)
"white_blood_cell, n (%)",1.731460459,,36 (0.2)
"white_blood_cell, n (%)",1.782084124,,36 (0.2)
"white_blood_cell, n (%)",1.832707789,,29 (0.2)
"white_blood_cell, n (%)",1.883331454,,25 (0.2)
"white_blood_cell, n (%)",1.933955118,,22 (0.1)
"white_blood_cell, n (%)",1.984578783,,22 (0.1)
"white_blood_cell, n (%)",10.3374835,,1 (0.0)
"white_blood_cell, n (%)",10.69184916,,1 (0.0)
"white_blood_cell, n (%)",10.74247282,,1 (0.0)
"white_blood_cell, n (%)",11.14746214,,1 (0.0)
"white_blood_cell, n (%)",11.19808581,,1 (0.0)
"white_blood_cell, n (%)",11.21428538,,8 (0.1)
"white_blood_cell, n (%)",2.035202448,,19 (0.1)
"white_blood_cell, n (%)",2.085826113,,21 (0.1)
"white_blood_cell, n (%)",2.136449778,,13 (0.1)
"white_blood_cell, n (%)",2.187073443,,17 (0.1)
"white_blood_cell, n (%)",2.237697108,,15 (0.1)
"white_blood_cell, n (%)",2.288320773,,19 (0.1)
"white_blood_cell, n (%)",2.338944438,,20 (0.1)
"white_blood_cell, n (%)",2.389568103,,14 (0.1)
"white_blood_cell, n (%)",2.440191768,,17 (0.1)
"white_blood_cell, n (%)",2.490815433,,14 (0.1)
"white_blood_cell, n (%)",2.541439098,,19 (0.1)
"white_blood_cell, n (%)",2.592062763,,12 (0.1)
"white_blood_cell, n (%)",2.642686428,,18 (0.1)
"white_blood_cell, n (%)",2.693310093,,11 (0.1)
"white_blood_cell, n (%)",2.743933758,,13 (0.1)
"white_blood_cell, n (%)",2.794557423,,10 (0.1)
"white_blood_cell, n (%)",2.845181088,,16 (0.1)
"white_blood_cell, n (%)",2.895804753,,8 (0.1)
"white_blood_cell, n (%)",2.946428418,,15 (0.1)
"white_blood_cell, n (%)",2.997052083,,6 (0.0)
"white_blood_cell, n (%)",3.047675747,,5 (0.0)
"white_blood_cell, n (%)",3.098299412,,8 (0.1)
"white_blood_cell, n (%)",3.148923077,,7 (0.0)
"white_blood_cell, n (%)",3.199546742,,2 (0.0)
"white_blood_cell, n (%)",3.250170407,,7 (0.0)
"white_blood_cell, n (%)",3.300794072,,7 (0.0)
"white_blood_cell, n (%)",3.351417737,,9 (0.1)
"white_blood_cell, n (%)",3.402041402,,4 (0.0)
"white_blood_cell, n (%)",3.452665067,,7 (0.0)
"white_blood_cell, n (%)",3.503288732,,3 (0.0)
"white_blood_cell, n (%)",3.553912397,,5 (0.0)
"white_blood_cell, n (%)",3.604536062,,6 (0.0)
"white_blood_cell, n (%)",3.655159727,,6 (0.0)
"white_blood_cell, n (%)",3.705783392,,2 (0.0)
"white_blood_cell, n (%)",3.756407057,,5 (0.0)
"white_blood_cell, n (%)",3.807030722,,3 (0.0)
"white_blood_cell, n (%)",3.857654387,,5 (0.0)
"white_blood_cell, n (%)",3.908278052,,2 (0.0)
"white_blood_cell, n (%)",3.958901717,,7 (0.0)
"white_blood_cell, n (%)",4.009525382,,2 (0.0)
"white_blood_cell, n (%)",4.060149047,,7 (0.0)
"white_blood_cell, n (%)",4.110772712,,3 (0.0)
"white_blood_cell, n (%)",4.161396377,,2 (0.0)
"white_blood_cell, n (%)",4.212020041,,2 (0.0)
"white_blood_cell, n (%)",4.262643706,,3 (0.0)
"white_blood_cell, n (%)",4.313267371,,4 (0.0)
"white_blood_cell, n (%)",4.363891036,,2 (0.0)
"white_blood_cell, n (%)",4.414514701,,4 (0.0)
"white_blood_cell, n (%)",4.465138366,,6 (0.0)
"white_blood_cell, n (%)",4.515762031,,4 (0.0)
"white_blood_cell, n (%)",4.566385696,,5 (0.0)
"white_blood_cell, n (%)",4.617009361,,4 (0.0)
"white_blood_cell, n (%)",4.667633026,,4 (0.0)
"white_blood_cell, n (%)",4.768880356,,1 (0.0)
"white_blood_cell, n (%)",4.819504021,,1 (0.0)
"white_blood_cell, n (%)",4.920751351,,2 (0.0)
"white_blood_cell, n (%)",4.971375016,,2 (0.0)
"white_blood_cell, n (%)",5.021998681,,5 (0.0)
"white_blood_cell, n (%)",5.072622346,,1 (0.0)
"white_blood_cell, n (%)",5.123246011,,3 (0.0)
"white_blood_cell, n (%)",5.173869676,,1 (0.0)
"white_blood_cell, n (%)",5.224493341,,2 (0.0)
"white_blood_cell, n (%)",5.325740671,,3 (0.0)
"white_blood_cell, n (%)",5.376364335,,2 (0.0)
"white_blood_cell, n (%)",5.426988,,3 (0.0)
"white_blood_cell, n (%)",5.477611665,,1 (0.0)
"white_blood_cell, n (%)",5.52823533,,2 (0.0)
"white_blood_cell, n (%)",5.578858995,,2 (0.0)
"white_blood_cell, n (%)",5.62948266,,2 (0.0)
"white_blood_cell, n (%)",5.73072999,,1 (0.0)
"white_blood_cell, n (%)",5.781353655,,1 (0.0)
"white_blood_cell, n (%)",5.83197732,,1 (0.0)
"white_blood_cell, n (%)",5.882600985,,2 (0.0)
"white_blood_cell, n (%)",5.93322465,,1 (0.0)
"white_blood_cell, n (%)",5.983848315,,3 (0.0)
"white_blood_cell, n (%)",6.03447198,,3 (0.0)
"white_blood_cell, n (%)",6.13571931,,1 (0.0)
"white_blood_cell, n (%)",6.186342975,,3 (0.0)
"white_blood_cell, n (%)",6.287590305,,2 (0.0)
"white_blood_cell, n (%)",6.388837635,,1 (0.0)
"white_blood_cell, n (%)",6.490084965,,1 (0.0)
"white_blood_cell, n (%)",6.641955959,,2 (0.0)
"white_blood_cell, n (%)",6.743203289,,2 (0.0)
"white_blood_cell, n (%)",6.793826954,,1 (0.0)
"white_blood_cell, n (%)",6.996321614,,1 (0.0)
"white_blood_cell, n (%)",7.097568944,,1 (0.0)
"white_blood_cell, n (%)",7.350687269,,1 (0.0)
"white_blood_cell, n (%)",7.451934599,,1 (0.0)
"white_blood_cell, n (%)",7.502558264,,1 (0.0)
"white_blood_cell, n (%)",7.603805594,,2 (0.0)
"white_blood_cell, n (%)",7.806300253,,1 (0.0)
"white_blood_cell, n (%)",7.856923918,,1 (0.0)
"white_blood_cell, n (%)",7.907547583,,1 (0.0)
"white_blood_cell, n (%)",8.110042243,,1 (0.0)
"white_blood_cell, n (%)",8.312536903,,2 (0.0)
"white_blood_cell, n (%)",8.464407898,,2 (0.0)
"white_blood_cell, n (%)",8.616278893,,1 (0.0)
"white_blood_cell, n (%)",8.768149888,,1 (0.0)
"white_blood_cell, n (%)",8.818773552,,1 (0.0)
"white_blood_cell, n (%)",8.970644547,,1 (0.0)
"white_blood_cell, n (%)",9.071891877,,1 (0.0)
"white_blood_cell, n (%)",9.122515542,,1 (0.0)
"white_blood_cell, n (%)",9.578128527,,1 (0.0)
"white_blood_cell, n (%)",9.780623187,,1 (0.0)
"white_blood_cell, n (%)",9.831246852,,1 (0.0)
"white_blood_cell, n (%)",9.881870517,,1 (0.0)
"esas_well_being, n (%)",-0.116761753,,1841 (11.9)
"esas_well_being, n (%)",-0.532953968,,1845 (11.9)
"esas_well_being, n (%)",-0.949146183,,5625 (36.3)
"esas_well_being, n (%)",0.299430462,,1702 (11.0)
"esas_well_being, n (%)",0.715622677,,1192 (7.7)
"esas_well_being, n (%)",1.131814892,,1544 (10.0)
"esas_well_being, n (%)",1.548007107,,701 (4.5)
"esas_well_being, n (%)",1.964199322,,529 (3.4)
"esas_well_being, n (%)",2.380391537,,329 (2.1)
"esas_well_being, n (%)",2.796583753,,110 (0.7)
"esas_well_being, n (%)",3.212775968,,66 (0.4)
"age, n (%)",22,,3 (0.0)
"age, n (%)",23,,29 (0.2)
"age, n (%)",24,,10 (0.1)
"age, n (%)",25,,15 (0.1)
"age, n (%)",26,,14 (0.1)
"age, n (%)",27,,2 (0.0)
"age, n (%)",28,,15 (0.1)
"age, n (%)",29,,12 (0.1)
"age, n (%)",30,,20 (0.1)
"age, n (%)",31,,4 (0.0)
"age, n (%)",32,,25 (0.2)
"age, n (%)",33,,17 (0.1)
"age, n (%)",34,,17 (0.1)
"age, n (%)",35,,51 (0.3)
"age, n (%)",36,,61 (0.4)
"age, n (%)",37,,58 (0.4)
"age, n (%)",38,,114 (0.7)
"age, n (%)",39,,150 (1.0)
"age, n (%)",40,,70 (0.5)
"age, n (%)",41,,81 (0.5)
"age, n (%)",42,,103 (0.7)
"age, n (%)",43,,159 (1.0)
"age, n (%)",44,,113 (0.7)
"age, n (%)",45,,176 (1.1)
"age, n (%)",46,,160 (1.0)
"age, n (%)",47,,226 (1.5)
"age, n (%)",48,,247 (1.6)
"age, n (%)",49,,225 (1.5)
"age, n (%)",50,,242 (1.6)
"age, n (%)",51,,278 (1.8)
"age, n (%)",52,,266 (1.7)
"age, n (%)",53,,320 (2.1)
"age, n (%)",54,,546 (3.5)
"age, n (%)",55,,401 (2.6)
"age, n (%)",56,,302 (2.0)
"age, n (%)",57,,465 (3.0)
"age, n (%)",58,,408 (2.6)
"age, n (%)",59,,560 (3.6)
"age, n (%)",60,,575 (3.7)
"age, n (%)",61,,565 (3.6)
"age, n (%)",62,,444 (2.9)
"age, n (%)",63,,505 (3.3)
"age, n (%)",64,,671 (4.3)
"age, n (%)",65,,544 (3.5)
"age, n (%)",66,,477 (3.1)
"age, n (%)",67,,553 (3.6)
"age, n (%)",68,,560 (3.6)
"age, n (%)",69,,504 (3.3)
"age, n (%)",70,,436 (2.8)
"age, n (%)",71,,423 (2.7)
"age, n (%)",72,,444 (2.9)
"age, n (%)",73,,485 (3.1)
"age, n (%)",74,,476 (3.1)
"age, n (%)",75,,336 (2.2)
"age, n (%)",76,,212 (1.4)
"age, n (%)",77,,278 (1.8)
"age, n (%)",78,,244 (1.6)
"age, n (%)",79,,225 (1.5)
"age, n (%)",80,,157 (1.0)
"age, n (%)",81,,85 (0.5)
"age, n (%)",82,,82 (0.5)
"age, n (%)",83,,75 (0.5)
"age, n (%)",84,,74 (0.5)
"age, n (%)",85,,11 (0.1)
"age, n (%)",86,,50 (0.3)
"age, n (%)",87,,20 (0.1)
"age, n (%)",88,,1 (0.0)
"age, n (%)",89,,2 (0.0)
"age, n (%)",92,,2 (0.0)
"age, n (%)",93,,3 (0.0)
"alanine_aminotransferase, n (%)",-0.034382709,,73 (0.5)
"alanine_aminotransferase, n (%)",-0.082159268,,94 (0.6)
"alanine_aminotransferase, n (%)",-0.129935828,,101 (0.7)
"alanine_aminotransferase, n (%)",-0.177712388,,101 (0.7)
"alanine_aminotransferase, n (%)",-0.225488947,,110 (0.7)
"alanine_aminotransferase, n (%)",-0.273265507,,129 (0.8)
"alanine_aminotransferase, n (%)",-0.321042066,,129 (0.8)
"alanine_aminotransferase, n (%)",-0.368818626,,133 (0.9)
"alanine_aminotransferase, n (%)",-0.416595186,,125 (0.8)
"alanine_aminotransferase, n (%)",-0.464371745,,134 (0.9)
"alanine_aminotransferase, n (%)",-0.512148305,,170 (1.1)
"alanine_aminotransferase, n (%)",-0.559924865,,130 (0.8)
"alanine_aminotransferase, n (%)",-0.607701424,,170 (1.1)
"alanine_aminotransferase, n (%)",-0.655477984,,171 (1.1)
"alanine_aminotransferase, n (%)",-0.703254543,,193 (1.2)
"alanine_aminotransferase, n (%)",-0.751031103,,196 (1.3)
"alanine_aminotransferase, n (%)",-0.798807663,,184 (1.2)
"alanine_aminotransferase, n (%)",-0.846584222,,199 (1.3)
"alanine_aminotransferase, n (%)",-0.894360782,,212 (1.4)
"alanine_aminotransferase, n (%)",-0.942137341,,187 (1.2)
"alanine_aminotransferase, n (%)",-0.989913901,,199 (1.3)
"alanine_aminotransferase, n (%)",-1.037690461,,209 (1.3)
"alanine_aminotransferase, n (%)",-1.08546702,,204 (1.3)
"alanine_aminotransferase, n (%)",-1.13324358,,164 (1.1)
"alanine_aminotransferase, n (%)",-1.18102014,,145 (0.9)
"alanine_aminotransferase, n (%)",-1.228796699,,115 (0.7)
"alanine_aminotransferase, n (%)",-1.276573259,,110 (0.7)
"alanine_aminotransferase, n (%)",-1.324349818,,40 (0.3)
"alanine_aminotransferase, n (%)",-1.372126378,,38 (0.2)
"alanine_aminotransferase, n (%)",-1.419902938,,14 (0.1)
"alanine_aminotransferase, n (%)",0.0,,9325 (60.2)
"alanine_aminotransferase, n (%)",0.013393851,,87 (0.6)
"alanine_aminotransferase, n (%)",0.061170411,,84 (0.5)
"alanine_aminotransferase, n (%)",0.10894697,,68 (0.4)
"alanine_aminotransferase, n (%)",0.15672353,,80 (0.5)
"alanine_aminotransferase, n (%)",0.204500089,,67 (0.4)
"alanine_aminotransferase, n (%)",0.252276649,,63 (0.4)
"alanine_aminotransferase, n (%)",0.300053209,,64 (0.4)
"alanine_aminotransferase, n (%)",0.347829768,,53 (0.3)
"alanine_aminotransferase, n (%)",0.395606328,,50 (0.3)
"alanine_aminotransferase, n (%)",0.443382887,,49 (0.3)
"alanine_aminotransferase, n (%)",0.491159447,,52 (0.3)
"alanine_aminotransferase, n (%)",0.538936007,,42 (0.3)
"alanine_aminotransferase, n (%)",0.586712566,,42 (0.3)
"alanine_aminotransferase, n (%)",0.634489126,,37 (0.2)
"alanine_aminotransferase, n (%)",0.682265686,,43 (0.3)
"alanine_aminotransferase, n (%)",0.730042245,,48 (0.3)
"alanine_aminotransferase, n (%)",0.777818805,,38 (0.2)
"alanine_aminotransferase, n (%)",0.825595364,,33 (0.2)
"alanine_aminotransferase, n (%)",0.873371924,,40 (0.3)
"alanine_aminotransferase, n (%)",0.921148484,,33 (0.2)
"alanine_aminotransferase, n (%)",0.968925043,,31 (0.2)
"alanine_aminotransferase, n (%)",1.016701603,,38 (0.2)
"alanine_aminotransferase, n (%)",1.064478163,,26 (0.2)
"alanine_aminotransferase, n (%)",1.112254722,,35 (0.2)
"alanine_aminotransferase, n (%)",1.160031282,,27 (0.2)
"alanine_aminotransferase, n (%)",1.207807841,,19 (0.1)
"alanine_aminotransferase, n (%)",1.255584401,,22 (0.1)
"alanine_aminotransferase, n (%)",1.303360961,,27 (0.2)
"alanine_aminotransferase, n (%)",1.35113752,,19 (0.1)
"alanine_aminotransferase, n (%)",1.39891408,,13 (0.1)
"alanine_aminotransferase, n (%)",1.446690639,,24 (0.2)
"alanine_aminotransferase, n (%)",1.494467199,,17 (0.1)
"alanine_aminotransferase, n (%)",1.542243759,,17 (0.1)
"alanine_aminotransferase, n (%)",1.590020318,,16 (0.1)
"alanine_aminotransferase, n (%)",1.637796878,,13 (0.1)
"alanine_aminotransferase, n (%)",1.685573438,,13 (0.1)
"alanine_aminotransferase, n (%)",1.733349997,,20 (0.1)
"alanine_aminotransferase, n (%)",1.781126557,,13 (0.1)
"alanine_aminotransferase, n (%)",1.828903116,,7 (0.0)
"alanine_aminotransferase, n (%)",1.876679676,,14 (0.1)
"alanine_aminotransferase, n (%)",1.924456236,,15 (0.1)
"alanine_aminotransferase, n (%)",1.972232795,,14 (0.1)
"alanine_aminotransferase, n (%)",10.18980105,,1 (0.0)
"alanine_aminotransferase, n (%)",10.28535417,,1 (0.0)
"alanine_aminotransferase, n (%)",10.47646041,,1 (0.0)
"alanine_aminotransferase, n (%)",10.57201353,,1 (0.0)
"alanine_aminotransferase, n (%)",11.00200256,,1 (0.0)
"alanine_aminotransferase, n (%)",11.24088536,,1 (0.0)
"alanine_aminotransferase, n (%)",11.57532128,,1 (0.0)
"alanine_aminotransferase, n (%)",11.62309784,,1 (0.0)
"alanine_aminotransferase, n (%)",11.95753376,,1 (0.0)
"alanine_aminotransferase, n (%)",12.24419311,,1 (0.0)
"alanine_aminotransferase, n (%)",12.33974623,,1 (0.0)
"alanine_aminotransferase, n (%)",14.25080862,,2 (0.0)
"alanine_aminotransferase, n (%)",14.4921758,,7 (0.0)
"alanine_aminotransferase, n (%)",2.020009355,,8 (0.1)
"alanine_aminotransferase, n (%)",2.067785915,,9 (0.1)
"alanine_aminotransferase, n (%)",2.115562474,,14 (0.1)
"alanine_aminotransferase, n (%)",2.163339034,,17 (0.1)
"alanine_aminotransferase, n (%)",2.211115593,,9 (0.1)
"alanine_aminotransferase, n (%)",2.258892153,,4 (0.0)
"alanine_aminotransferase, n (%)",2.306668713,,9 (0.1)
"alanine_aminotransferase, n (%)",2.354445272,,6 (0.0)
"alanine_aminotransferase, n (%)",2.402221832,,16 (0.1)
"alanine_aminotransferase, n (%)",2.449998391,,5 (0.0)
"alanine_aminotransferase, n (%)",2.497774951,,5 (0.0)
"alanine_aminotransferase, n (%)",2.545551511,,8 (0.1)
"alanine_aminotransferase, n (%)",2.59332807,,10 (0.1)
"alanine_aminotransferase, n (%)",2.64110463,,11 (0.1)
"alanine_aminotransferase, n (%)",2.68888119,,8 (0.1)
"alanine_aminotransferase, n (%)",2.736657749,,5 (0.0)
"alanine_aminotransferase, n (%)",2.784434309,,7 (0.0)
"alanine_aminotransferase, n (%)",2.832210868,,5 (0.0)
"alanine_aminotransferase, n (%)",2.879987428,,7 (0.0)
"alanine_aminotransferase, n (%)",2.927763988,,4 (0.0)
"alanine_aminotransferase, n (%)",2.975540547,,5 (0.0)
"alanine_aminotransferase, n (%)",3.023317107,,8 (0.1)
"alanine_aminotransferase, n (%)",3.071093667,,3 (0.0)
"alanine_aminotransferase, n (%)",3.118870226,,9 (0.1)
"alanine_aminotransferase, n (%)",3.166646786,,5 (0.0)
"alanine_aminotransferase, n (%)",3.214423345,,6 (0.0)
"alanine_aminotransferase, n (%)",3.262199905,,6 (0.0)
"alanine_aminotransferase, n (%)",3.309976465,,10 (0.1)
"alanine_aminotransferase, n (%)",3.357753024,,4 (0.0)
"alanine_aminotransferase, n (%)",3.405529584,,10 (0.1)
"alanine_aminotransferase, n (%)",3.453306143,,1 (0.0)
"alanine_aminotransferase, n (%)",3.501082703,,1 (0.0)
"alanine_aminotransferase, n (%)",3.548859263,,1 (0.0)
"alanine_aminotransferase, n (%)",3.596635822,,6 (0.0)
"alanine_aminotransferase, n (%)",3.644412382,,8 (0.1)
"alanine_aminotransferase, n (%)",3.692188942,,4 (0.0)
"alanine_aminotransferase, n (%)",3.739965501,,2 (0.0)
"alanine_aminotransferase, n (%)",3.787742061,,6 (0.0)
"alanine_aminotransferase, n (%)",3.83551862,,6 (0.0)
"alanine_aminotransferase, n (%)",3.978848299,,1 (0.0)
"alanine_aminotransferase, n (%)",4.026624859,,6 (0.0)
"alanine_aminotransferase, n (%)",4.074401419,,8 (0.1)
"alanine_aminotransferase, n (%)",4.122177978,,4 (0.0)
"alanine_aminotransferase, n (%)",4.169954538,,4 (0.0)
"alanine_aminotransferase, n (%)",4.217731097,,6 (0.0)
"alanine_aminotransferase, n (%)",4.265507657,,2 (0.0)
"alanine_aminotransferase, n (%)",4.313284217,,1 (0.0)
"alanine_aminotransferase, n (%)",4.408837336,,5 (0.0)
"alanine_aminotransferase, n (%)",4.456613895,,3 (0.0)
"alanine_aminotransferase, n (%)",4.504390455,,4 (0.0)
"alanine_aminotransferase, n (%)",4.552167015,,3 (0.0)
"alanine_aminotransferase, n (%)",4.599943574,,2 (0.0)
"alanine_aminotransferase, n (%)",4.647720134,,4 (0.0)
"alanine_aminotransferase, n (%)",4.743273253,,6 (0.0)
"alanine_aminotransferase, n (%)",4.791049813,,3 (0.0)
